season,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicates
2022-2023,,Ryan Finnigan,,0.0,,
2022-2023,Ryan Fraser,Ryan Fraser,100,11.0,,
2022-2023,Ryan Fredericks,Ryan Fredericks,100,12.0,,
2022-2023,Ryan Sessegnon,Ryan Sessegnon,100,35.0,,
2022-2023,,Ryan Trevitt,,0.0,,
2022-2023,Ryan Yates,Ryan Yates,100,53.0,,
2022-2023,Rúben Dias,Rúben Gato Alves Dias,100,80.0,,
2022-2023,Rúben Vinagre,Rúben Nascimento Vinagre,100,2.0,,
2022-2023,Rúben Neves,Rúben da Silva Neves,100,118.0,,
2022-2023,Salomón Rondón,Salomón Rondón,100,7.0,,
2022-2023,Sam Greenwood,Sam Greenwood,100,30.0,,
2022-2023,Sam Johnstone,Sam Johnstone,100,36.0,,
2022-2023,Sam Surridge,Sam Surridge,100,26.0,,
2022-2023,Saman Ghoddos,Saman Ghoddos,100,15.0,,
2022-2023,,Sammy Braybrooke,,0.0,,
2022-2023,Samuel Amo-Ameyaw,Samuel Amo-Ameyaw,100,1.0,,
2022-2023,Samuel Edozie,Samuel Edozie,100,23.0,,
2022-2023,Sasa Kalajdzic,Sasa Kalajdzic,100,1.0,,
2022-2023,Saša Lukić,Sasa Lukic,80,15.0,True,
2022-2023,Saïd Benrahma,Saïd Benrahma,100,106.0,,
2022-2023,,Scott Carson,,0.0,,
2022-2023,Scott McKenna,Scott McKenna,100,40.0,,
2022-2023,Scott McTominay,Scott McTominay,100,36.0,,
2022-2023,Séamus Coleman,Seamus Coleman,93,63.0,,
2022-2023,Sean Longstaff,Sean Longstaff,100,93.0,,
2022-2023,,Sean McAllister,,0.0,,
2022-2023,,Sebastian Revan,,0.0,,
2022-2023,,Sepp van den Berg,,0.0,,
2022-2023,Serge Aurier,Serge Aurier,100,70.0,,
2022-2023,Sergi Canós,Sergi Canós Tenés,90,5.0,,
2022-2023,Sergio Gómez,Sergio Gómez,100,21.0,,
2022-2023,,Sergio Reguilón,,0.0,,
2022-2023,Shandon Baptiste,Shandon Baptiste,100,29.0,,
2022-2023,Shane Duffy,Shane Duffy,100,4.0,,
2022-2023,Shea Charles,Shea Charles,100,1.0,,
2022-2023,,Shola Shoretire,,0.0,,
2022-2023,,Sil Swinkels,,0.0,,
2022-2023,Siriki Dembélé,Siriki Dembélé,100,6.0,,
2022-2023,Solly March,Solly March,100,147.0,,
2022-2023,Son Heung-min,Son Heung-min,100,152.0,,
2022-2023,,Sonny Perkins,,0.0,,
2022-2023,,Stanley Mills,,0.0,,
2022-2023,Stefan Bajcetic,Stefan Bajcetic,100,22.0,,
2022-2023,Stefan Ortega,Stefan Ortega Moreno,90,23.0,,
2022-2023,,Stefan Parkes,,0.0,,
2022-2023,Steve Cook,Steve Cook,100,20.0,,
2022-2023,,Steven Alzate,,0.0,,
2022-2023,,Steven Bergwijn,,0.0,,
2022-2023,Stuart Armstrong,Stuart Armstrong,100,57.0,,
2022-2023,,Stuart Dallas,,0.0,,
2022-2023,Sven Botman,Sven Botman,100,129.0,,
2022-2023,Sekou Mara,Sékou Mara,90,32.0,,
2022-2023,Taiwo Awoniyi,Taiwo Awoniyi,100,100.0,,
2022-2023,Takehiro Tomiyasu,Takehiro Tomiyasu,100,32.0,,
2022-2023,Tariq Lamptey,Tariq Lamptey,100,23.0,,
2022-2023,,Taylor Richards,,0.0,,
2022-2023,,Tayo Adaramola,,0.0,,
2022-2023,,Terence Kongolo,,0.0,,
2022-2023,,Terry Ablade,,0.0,,
2022-2023,Theo Walcott,Theo Walcott,100,49.0,,
2022-2023,Thiago Alcántara,Thiago Alcántara do Nascimento,100,30.0,,
2022-2023,Thiago Silva,Thiago Emiliano da Silva,100,80.0,,
2022-2023,Thilo Kehrer,Thilo Kehrer,100,67.0,,
2022-2023,Thomas Cannon,Thomas Cannon,100,2.0,,
2022-2023,Thomas Partey,Thomas Partey,100,86.0,,
2022-2023,,Thomas Strakosha,,0.0,,
2022-2023,,Tim Iroegbunam,,0.0,,
2022-2023,Tim Ream,Tim Ream,100,98.0,,
2022-2023,,Timo Werner,,0.0,,
2022-2023,Timothy Castagne,Timothy Castagne,100,114.0,,
2022-2023,Valentino Livramento,Tino Livramento,86,2.0,True,
2022-2023,Tom Cairney,Tom Cairney,100,53.0,,
2022-2023,Tom Davies,Tom Davies,100,19.0,,
2022-2023,,Tom Heaton,,0.0,,
2022-2023,,Tom McGill,,0.0,,
2022-2023,Tomáš Souček,Tomas Soucek,100,100.0,,
2022-2023,,Tommi O'Reilly,,0.0,,
2022-2023,Tosin Adarabioyo,Tosin Adarabioyo,100,49.0,,
2022-2023,Toti Gomes,Toti António Gomes,100,43.0,,
2022-2023,,Travis Patterson,,0.0,,
2022-2023,Trent Alexander-Arnold,Trent Alexander-Arnold,100,156.0,,
2022-2023,Trevoh Chalobah,Trevoh Chalobah,100,49.0,,
2022-2023,,Tristan Crama,,0.0,,
2022-2023,,Troy Parrott,,0.0,,
2022-2023,Tyler Adams,Tyler Adams,100,47.0,,
2022-2023,,Tyler Roberts,,0.0,,
2022-2023,Tyrell Malacia,Tyrell Malacia,100,62.0,,
2022-2023,Tyrese Francois,Tyrese Francois,100,1.0,,
2022-2023,Tyrick Mitchell,Tyrick Mitchell,100,93.0,,
2022-2023,Tyrone Mings,Tyrone Mings,100,130.0,,
2022-2023,Vicente Guaita,Vicente Guaita,100,99.0,,
2022-2023,Victor Bernth Kristiansen,Victor Kristiansen,95,16.0,,
2022-2023,Victor Lindelöf,Victor Lindelöf,100,57.0,,
2022-2023,,Viljami Sinisalo,,0.0,,
2022-2023,Virgil van Dijk,Virgil van Dijk,100,127.0,,
2022-2023,Vitaliy Mykolenko,Vitalii Mykolenko,94,75.0,,
2022-2023,Vitaly Janelt,Vitaly Janelt,100,85.0,,
2022-2023,Vladimír Coufal,Vladimir Coufal,93,58.0,,
2022-2023,,Wanya Marçal-Madivadua,,0.0,,
2022-2023,Wayne Hennessey,Wayne Hennessey,100,8.0,,
2022-2023,Wesley Fofana,Wesley Fofana,100,37.0,,
2022-2023,Weston McKennie,Weston McKennie,100,31.0,,
2022-2023,Wilfred Ndidi,Wilfred Ndidi,100,41.0,,
2022-2023,Degnand Gnonto,Wilfried Gnonto,62,55.0,True,
2022-2023,Wilfried Zaha,Wilfried Zaha,100,95.0,,
2022-2023,,Will Dennis,,0.0,,
2022-2023,Will Hughes,Will Hughes,100,41.0,,
2022-2023,,Will Smallbone,,0.0,,
2022-2023,William Saliba,William Saliba,100,117.0,,
2022-2023,Willian,Willian Borges da Silva,90,116.0,,
2022-2023,Willy Boly,Willy Boly,100,37.0,,
2022-2023,,Willy Caballero,,0.0,,
2022-2023,Wout Faes,Wout Faes,100,78.0,,
2022-2023,Wout Weghorst,Wout Weghorst,100,24.0,,
2022-2023,,Xande Nascimento da Costa Silva,,0.0,,
2022-2023,,Yago de Santiago Alonso,,0.0,,
2022-2023,Yan Valery,Yan Valery,100,0.0,,
2022-2023,Yasin Ayari,Yasin Ayari,100,3.0,,
2022-2023,,Yegor Yarmolyuk,,0.0,,
2022-2023,Yerry Mina,Yerry Mina,100,33.0,,
2022-2023,,Yerson Mosquera Valdelamar,,0.0,,
2022-2023,Yoane Wissa,Yoane Wissa,100,111.0,,
2022-2023,Youri Tielemans,Youri Tielemans,100,86.0,,
2022-2023,Yves Bissouma,Yves Bissouma,100,27.0,,
2022-2023,,Zack Steffen,,0.0,,
2022-2023,,Zidane Iqbal,,0.0,,
2022-2023,Çağlar Söyüncü,Çaglar Söyüncü,93,16.0,,
2023-2024,,Aaron Connolly,,0.0,,
2023-2024,,Aaron Cresswell,,0.0,,
2023-2024,,Aaron Hickey,,8.0,True,
2023-2024,,Aaron Ramsdale,,11.0,True,
2023-2024,,Aaron Ramsey,,1.0,True,
2023-2024,,Aaron Wan-Bissaka,,14.0,True,
2023-2024,,Abdoulaye Doucouré,,14.0,True,
2023-2024,,Abdul Rahman Baba,,0.0,,
2023-2024,,Adam Davies,,0.0,,
2023-2024,,Adam Lallana,,2.0,True,
2023-2024,,Adam Smith,,0.0,,
2023-2024,,Adam Webster,,2.0,True,
2023-2024,,Adama Traoré,,3.0,True,
2023-2024,,Admiral Muskwe,,0.0,,
2023-2024,,Adrián San Miguel del Castillo,,0.0,,
2023-2024,,Aidan Francis-Clarke,,0.0,,
2023-2024,,Albert Sambi Lokonga,,0.0,,
2023-2024,,Alejandro Garnacho,,6.0,True,
2023-2024,,Alejo Véliz,,0.0,,
2023-2024,,Aleksandar Mitrović,,1.0,True,
2023-2024,,Alex Iwobi,,3.0,True,
2023-2024,,Alex Mighten,,0.0,,
2023-2024,,Alex Murphy,,0.0,,
2023-2024,,Alex Scott,,0.0,,
2023-2024,,Alex Telles,,0.0,,
2023-2024,,Alexander Isak,,19.0,True,
2023-2024,,Alexandre Moreno Lopera,,0.0,,
2023-2024,,Alexis Mac Allister,,4.0,True,
2023-2024,,Alfie Doughty,,3.0,True,
2023-2024,,Alfie Whiteman,,0.0,,
2023-2024,,Alisson Ramses Becker,,18.0,True,
2023-2024,,Allan Campbell,,0.0,,
2023-2024,,Allan Saint-Maximin,,0.0,,
2023-2024,,Alphonse Areola,,20.0,True,
2023-2024,,Altay Bayindir,,0.0,,
2023-2024,,Amad Diallo,,0.0,,
2023-2024,,Amadou Onana,,8.0,True,
2023-2024,,Amari'i Bell,,2.0,True,
2023-2024,,Ameen Al-Dakhil,,2.0,True,
2023-2024,,Anass Zaroury,,-2.0,,
2023-2024,,Andi Zeqiri,,0.0,,
2023-2024,,Andre Brooks,,2.0,True,
2023-2024,,Andreas Hoelgebaum Pereira,,15.0,True,
2023-2024,,Andrew Omobamidele,,0.0,,
2023-2024,,Andrew Robertson,,12.0,True,
2023-2024,,Andrey Nascimento dos Santos,,0.0,,
2023-2024,,André Onana,,11.0,True,
2023-2024,,André Tavares Gomes,,0.0,,
2023-2024,,Andy Lonergan,,0.0,,
2023-2024,,Anel Ahmedhodžić,,3.0,True,
2023-2024,,Angelo Ogbonna,,3.0,True,
2023-2024,,Anis Slimane,,0.0,,
2023-2024,,Anssumane Fati Vieira,,0.0,,
2023-2024,,Anthony Elanga,,13.0,True,
2023-2024,,Anthony Gordon,,15.0,True,
2023-2024,,Anthony Knockaert,,0.0,,
2023-2024,,Anthony Martial,,4.0,True,
2023-2024,,Antoine Semenyo,,13.0,True,
2023-2024,,Antonee Robinson,,7.0,True,
2023-2024,,Antony Matheus dos Santos,,8.0,True,
2023-2024,,Antwoine Hackford,,2.0,True,
2023-2024,,Aribim Pepple,,0.0,,
2023-2024,,Arijanet Muric,,0.0,,
2023-2024,,Armando Broja,,0.0,,
2023-2024,,Arnaut Danjuma Groeneveld,,11.0,True,
2023-2024,,Ashley Phillips,,0.0,,
2023-2024,,Ashley Young,,5.0,True,
2023-2024,,Auston Trusty,,0.0,,
2023-2024,,Axel Disasi,,19.0,True,
2023-2024,,Aymeric Laporte,,1.0,True,
2023-2024,,Bailey Peacock-Farrell,,0.0,,
2023-2024,,Bart Verbruggen,,4.0,True,
2023-2024,,Bashir Humphreys,,0.0,,
2023-2024,,Ben Chilwell,,15.0,True,
2023-2024,,Ben Davies,,5.0,True,
2023-2024,,Ben Doak,,1.0,True,
2023-2024,,Ben Godfrey,,1.0,True,
2023-2024,,Ben Greenwood,,0.0,,
2023-2024,,Ben Johnson,,0.0,,
2023-2024,,Ben Mee,,1.0,True,
2023-2024,,Ben Osborn,,4.0,True,
2023-2024,,Ben Pearson,,0.0,,
2023-2024,,Bendegúz Bolla,,0.0,,
2023-2024,,Benjamin White,,11.0,True,
2023-2024,,Benoît Badiashile,,0.0,,
2023-2024,,Bernardo Veiga de Carvalho e Silva,,5.0,True,
2023-2024,,Bernd Leno,,19.0,True,
2023-2024,,Bertrand Traoré,,1.0,True,
2023-2024,,Billy Gilmour,,15.0,True,
2023-2024,,Bobby Clark,,0.0,,
2023-2024,,Bobby De Cordova-Reid,,14.0,True,
2023-2024,,Bobby Thomas,,0.0,,
2023-2024,,Boubacar Kamara,,9.0,True,
2023-2024,,Boubacar Traoré,,1.0,True,
2023-2024,,Braian Ojeda Rodríguez,,0.0,,
2023-2024,,Brandon Aguilera Zamora,,0.0,,
2023-2024,,Brandon Austin,,0.0,,
2023-2024,,Brandon Williams,,0.0,,
2023-2024,,Brennan Johnson,,6.0,True,
2023-2024,,Bruno Borges Fernandes,,18.0,True,
2023-2024,,Bruno Cavaco Jordão,,0.0,,
2023-2024,,Bruno Guimarães Rodriguez Moura,,6.0,True,
2023-2024,,Bryan Gil Salvatierra,,0.0,,
2023-2024,,Bryan Mbeumo,,33.0,True,
2023-2024,,Bukayo Saka,,25.0,True,
2023-2024,,Bénie Traoré,,7.0,True,
2023-2024,,CJ Egan-Riley,,0.0,,
2023-2024,,Callum Hudson-Odoi,,0.0,,
2023-2024,,Callum Wilson,,13.0,True,
2023-2024,,Calum Chambers,,0.0,,
2023-2024,,Calvin Bassey,,-1.0,,
2023-2024,,Cameron Archer,,12.0,True,
2023-2024,,Caoimhin Kelleher,,0.0,,
2023-2024,,Carlos Baleba,,0.0,,
2023-2024,,Carlos Henrique Casimiro,,14.0,True,
2023-2024,,Carlos Mendes Gomes,,0.0,,
2023-2024,,Carlos Vinícius Alves Morais,,0.0,,
2023-2024,,Carlton Morris,,15.0,True,
2023-2024,,Carney Chukwuemeka,,6.0,True,
2023-2024,,Cauley Woodrow,,2.0,True,
2023-2024,,Charlie Goode,,0.0,,
2023-2024,,Charlie Taylor,,0.0,,
2023-2024,,Cheick Doucouré,,8.0,True,
2023-2024,,Cheikhou Kouyaté,,3.0,True,
2023-2024,,Chiedozie Ogbene,,3.0,True,
2023-2024,,Chris Basham,,5.0,True,
2023-2024,,Chris Mepham,,1.0,True,
2023-2024,,Chris Richards,,0.0,,
2023-2024,,Chris Wood,,10.0,True,
2023-2024,,Christian Eriksen,,18.0,True,
2023-2024,,Christian Nørgaard,,12.0,True,
2023-2024,,Christian Pulisic,,0.0,,
2023-2024,,Christopher Nkunku,,0.0,,
2023-2024,,Clément Lenglet,,0.0,,
2023-2024,,Cody Gakpo,,6.0,True,
2023-2024,,Cole Palmer,,2.0,True,
2023-2024,,Connor Roberts,,2.0,True,
2023-2024,,Conor Coventry,,0.0,,
2023-2024,,Conor Gallagher,,8.0,True,
2023-2024,,Craig Dawson,,7.0,True,
2023-2024,,Cristian Romero,,27.0,True,
2023-2024,,Curtis Jones,,4.0,True,
2023-2024,,Cédric Alves Soares,,0.0,,
2023-2024,,César Azpilicueta,,0.0,,
2023-2024,,Dan Burn,,5.0,True,
2023-2024,,Dan Potts,,0.0,,
2023-2024,,Dane Scarlett,,0.0,,
2023-2024,,Dango Ouattara,,0.0,,
2023-2024,,Daniel Bentley,,0.0,,
2023-2024,,Daniel Castelo Podence,,0.0,,
2023-2024,,Daniel Gore,,0.0,,
2023-2024,,Daniel Jebbison,,0.0,,
2023-2024,,Danilo dos Santos de Oliveira,,7.0,True,
2023-2024,,Danny Ings,,3.0,True,
2023-2024,,Danny Welbeck,,4.0,True,
2023-2024,,Dara Costelloe,,0.0,,
2023-2024,,Dara O'Shea,,2.0,True,
2023-2024,,Darko Churlinov,,0.0,,
2023-2024,,Darren Randolph,,0.0,,
2023-2024,,Darwin Núñez Ribeiro,,21.0,True,
2023-2024,,David Brooks,,12.0,True,
2023-2024,,David Datro Fofana,,0.0,,
2023-2024,,David Raya Martin,,0.0,,
2023-2024,,Davinson Sánchez,,0.0,,
2023-2024,,Dean Henderson,,0.0,,
2023-2024,,Declan Rice,,17.0,True,
2023-2024,,Deivid Washington de Souza Eugênio,,0.0,,
2023-2024,,Dejan Kulusevski,,14.0,True,
2023-2024,,Dele Alli,,0.0,,
2023-2024,,Demarai Gray,,0.0,,
2023-2024,,Denis Franchi,,0.0,,
2023-2024,,Deniz Undav,,0.0,,
2023-2024,,Destiny Udogie,,23.0,True,
2023-2024,,Diego Carlos Santos Silva,,4.0,True,
2023-2024,,Diego Manuel Jadon da Silva Moreira,,0.0,,
2023-2024,,Diogo Dalot Teixeira,,3.0,True,
2023-2024,,Diogo Teixeira da Silva,,18.0,True,
2023-2024,,Dion Pereira,,0.0,,
2023-2024,,Divin Mubama,,0.0,,
2023-2024,,Divock Origi,,0.0,,
2023-2024,,Djed Spence,,0.0,,
2023-2024,,Djordje Petrovic,,0.0,,
2023-2024,,Dominic Calvert-Lewin,,1.0,True,
2023-2024,,Dominic Solanke,,21.0,True,
2023-2024,,Dominik Szoboszlai,,19.0,True,
2023-2024,,Donny van de Beek,,0.0,,
2023-2024,,Douglas Luiz Soares de Paulo,,12.0,True,
2023-2024,,Dwight McNeil,,1.0,True,
2023-2024,,Eberechi Eze,,15.0,True,
2023-2024,,Eddie Beach,,0.0,,
2023-2024,,Eddie Nketiah,,20.0,True,
2023-2024,,Ederson Santana de Moraes,,17.0,True,
2023-2024,,Edson Álvarez Velázquez,,4.0,True,
2023-2024,,Elijah Adebayo,,6.0,True,
2023-2024,,Ellery Balcombe,,0.0,,
2023-2024,,Elliot Anderson,,4.0,True,
2023-2024,,Elliot Thorpe,,0.0,,
2023-2024,,Ellis Simms,,0.0,,
2023-2024,,Emerson Leite de Souza Junior,,10.0,True,
2023-2024,,Emerson Palmieri dos Santos,,8.0,True,
2023-2024,,Emil Krafth,,0.0,,
2023-2024,,Emile Smith Rowe,,0.0,,
2023-2024,,Emiliano Buendía Stati,,0.0,,
2023-2024,,Emiliano Marcondes,,0.0,,
2023-2024,,Emiliano Martínez Romero,,10.0,True,
2023-2024,,Emmanuel Dennis,,0.0,,
2023-2024,,Enock Agyei,,0.0,,
2023-2024,,Enso González,,0.0,,
2023-2024,,Enzo Fernández,,5.0,True,
2023-2024,,Eric Bailly,,0.0,,
2023-2024,,Eric Dier,,0.0,,
2023-2024,,Erling Haaland,,39.0,True,
2023-2024,,Ethan Ampadu,,0.0,,
2023-2024,,Ethan Brierley,,0.0,,
2023-2024,,Ethan Horvath,,0.0,,
2023-2024,,Ethan Pinnock,,11.0,True,
2023-2024,,Evan Ferguson,,25.0,True,
2023-2024,,Ezri Konsa Ngoyo,,9.0,True,
2023-2024,,Fabian Schär,,5.0,True,
2023-2024,,Fabio Henrique Tavares,,0.0,,
2023-2024,,Facundo Buonanotte,,0.0,,
2023-2024,,Facundo Pellistri Rebollo,,2.0,True,
2023-2024,,Felipe Augusto de Almeida Monteiro,,0.0,,
2023-2024,,Femi Seriki,,0.0,,
2023-2024,,Filip Marschall,,0.0,,
2023-2024,,Flynn Downes,,0.0,,
2023-2024,,Fodé Ballo-Touré,,0.0,,
2023-2024,,Folarin Balogun,,0.0,,
2023-2024,,Francisco Jorge Tomás Oliveira,,0.0,,
2023-2024,,Frank Onyeka,,2.0,True,
2023-2024,,Fraser Forster,,0.0,,
2023-2024,,Fred Onyedinma,,0.0,,
2023-2024,,Frederico Rodrigues de Paula Santos,,0.0,,
2023-2024,,Fábio Ferreira Vieira,,11.0,True,
2023-2024,,Fábio Silva,,6.0,True,
2023-2024,,Gabriel Fernando de Jesus,,7.0,True,
2023-2024,,Gabriel Martinelli Silva,,15.0,True,
2023-2024,,Gabriel Osho,,0.0,,
2023-2024,,Gabriel Słonina,,0.0,,
2023-2024,,Gabriel dos Santos Magalhães,,4.0,True,
2023-2024,,Garang Kuol,,0.0,,
2023-2024,,Gavin Kilkenny,,0.0,,
2023-2024,,George Baldock,,4.0,True,
2023-2024,,George Shelvey,,0.0,,
2023-2024,,Gianluca Scamacca,,0.0,,
2023-2024,,Giovani Lo Celso,,1.0,True,
2023-2024,,Giulian Biancone,,0.0,,
2023-2024,,Glen Rea,,0.0,,
2023-2024,,Gonzalo Montiel,,1.0,True,
2023-2024,,Gonçalo Manuel Ganchinho Guedes,,0.0,,
2023-2024,,Granit Xhaka,,0.0,,
2023-2024,,Guglielmo Vicario,,21.0,True,
2023-2024,,Gustavo Hamer,,10.0,True,
2023-2024,,Gustavo Henrique Furtado Scarpa,,0.0,,
2023-2024,,Hakim Ziyech,,0.0,,
2023-2024,,Halil Dervişoğlu,,0.0,,
2023-2024,,Hamed Traorè,,2.0,True,
2023-2024,,Han-Noah Massengo,,0.0,,
2023-2024,,Hannes Delcroix,,0.0,,
2023-2024,,Hannibal Mejbri,,0.0,,
2023-2024,,Harrison Ashby,,0.0,,
2023-2024,,Harrison Reed,,10.0,True,
2023-2024,,Harry Arter,,0.0,,
2023-2024,,Harry Kane,,0.0,,
2023-2024,,Harry Maguire,,0.0,,
2023-2024,,Harry Toffolo,,0.0,,
2023-2024,,Harry Wilson,,9.0,True,
2023-2024,,Harvey Barnes,,13.0,True,
2023-2024,,Harvey Elliott,,4.0,True,
2023-2024,,Hjalmar Ekdal,,0.0,,
2023-2024,,Hugo Bueno López,,9.0,True,
2023-2024,,Hugo Lloris,,0.0,,
2023-2024,,Hwang Hee-chan,,13.0,True,
2023-2024,,Hwang Ui-jo,,0.0,,
2023-2024,,Ian Maatsen,,2.0,True,
2023-2024,,Ibrahim Sangaré,,0.0,,
2023-2024,,Ibrahima Konaté,,4.0,True,
2023-2024,,Idrissa Gueye,,6.0,True,
2023-2024,,Igor Julio dos Santos de Paulo,,0.0,,
2023-2024,,Iliman Ndiaye,,0.0,,
2023-2024,,Illia Zabarnyi,,5.0,True,
2023-2024,,Ionuț Radu,,0.0,,
2023-2024,,Isaac Hayden,,0.0,,
2023-2024,,Ismaila Coulibaly,,0.0,,
2023-2024,,Issa Diop,,9.0,True,
2023-2024,,Issa Kaboré,,3.0,True,
2023-2024,,Ivan Neves Abreu Cavaleiro,,0.0,,
2023-2024,,Ivan Perišić,,3.0,True,
2023-2024,,Ivan Toney,,0.0,,
2023-2024,,Jack Cork,,1.0,True,
2023-2024,,Jack Grealish,,10.0,True,
2023-2024,,Jack Harrison,,0.0,,
2023-2024,,Jack Hinshelwood,,0.0,,
2023-2024,,Jack Robinson,,5.0,True,
2023-2024,,Jack Walton,,0.0,,
2023-2024,,Jacob Brown,,5.0,True,
2023-2024,,Jacob Bruun Larsen,,3.0,True,
2023-2024,,Jacob Murphy,,4.0,True,
2023-2024,,Jacob Ramsey,,0.0,,
2023-2024,,Jaden Philogene-Bidace,,1.0,True,
2023-2024,,Jadon Sancho,,3.0,True,
2023-2024,,Jaidon Anthony,,3.0,True,
2023-2024,,Jairo Riedewald,,0.0,,
2023-2024,,Jake O'Brien,,0.0,,
2023-2024,,Jakub Kiwior,,2.0,True,
2023-2024,,Jakub Moder,,0.0,,
2023-2024,,Jamaal Lascelles,,1.0,True,
2023-2024,,Jamal Lewis,,0.0,,
2023-2024,,Jamal Lowe,,0.0,,
2023-2024,,James Garner,,7.0,True,
2023-2024,,James Hill,,1.0,True,
2023-2024,,James Maddison,,29.0,True,
2023-2024,,James McAtee,,1.0,True,
2023-2024,,James McConnell,,0.0,,
2023-2024,,James Milner,,5.0,True,
2023-2024,,James Shea,,0.0,,
2023-2024,,James Tarkowski,,5.0,True,
2023-2024,,James Tomkins,,1.0,True,
2023-2024,,James Trafford,,5.0,True,
2023-2024,,James Ward-Prowse,,22.0,True,
2023-2024,,Jan Paul van Hecke,,4.0,True,
2023-2024,,Japhet Tanganga,,0.0,,
2023-2024,,Jarell Quansah,,2.0,True,
2023-2024,,Jarrad Branthwaite,,1.0,True,
2023-2024,,Jarrod Bowen,,30.0,True,
2023-2024,,Jason Steele,,5.0,True,
2023-2024,,Javier Manquillo Gaitán,,0.0,,
2023-2024,,Jay Rodriguez,,1.0,True,
2023-2024,,Jay Stansfield,,0.0,,
2023-2024,,Jayden Bogle,,7.0,True,
2023-2024,,Jean-Philippe Gbamin,,0.0,,
2023-2024,,Jean-Philippe Mateta,,8.0,True,
2023-2024,,Jean-Ricner Bellegarde,,0.0,,
2023-2024,,Jeff Hendrick,,0.0,,
2023-2024,,Jefferson Lerma Solís,,9.0,True,
2023-2024,,Jeffrey Schlupp,,9.0,True,
2023-2024,,Jeremy Sarmiento Morante,,0.0,,
2023-2024,,Jesurun Rak-Sakyi,,1.0,True,
2023-2024,,Jhon Durán,,9.0,True,
2023-2024,,Joachim Andersen,,23.0,True,
2023-2024,,Joe Gomez,,8.0,True,
2023-2024,,Joe Hodge,,0.0,,
2023-2024,,Joe Rodon,,0.0,,
2023-2024,,Joe Rothwell,,5.0,True,
2023-2024,,Joe Taylor,,0.0,,
2023-2024,,Joe Whitworth,,0.0,,
2023-2024,,Joe Willock,,0.0,,
2023-2024,,Joe Worrall,,10.0,True,
2023-2024,,Joel Matip,,8.0,True,
2023-2024,,Joel Ward,,10.0,True,
2023-2024,,Joelinton Cássio Apolinário de Lira,,5.0,True,
2023-2024,,John Egan,,4.0,True,
2023-2024,,John Fleck,,0.0,,
2023-2024,,John McAtee,,0.0,,
2023-2024,,John McGinn,,16.0,True,
2023-2024,,John Stones,,0.0,,
2023-2024,,John-Kymani Gordon,,0.0,,
2023-2024,,Jonathan Castro Otto,,0.0,,
2023-2024,,Jonathan Panzo,,0.0,,
2023-2024,,Jonjo Shelvey,,0.0,,
2023-2024,,Jonny Evans,,0.0,,
2023-2024,,Jordan Amissah,,0.0,,
2023-2024,,Jordan Ayew,,14.0,True,
2023-2024,,Jordan Beyer,,0.0,,
2023-2024,,Jordan Clark,,0.0,,
2023-2024,,Jordan Henderson,,0.0,,
2023-2024,,Jordan Pickford,,5.0,True,
2023-2024,,Jorge Luiz Frello Filho,,3.0,True,
2023-2024,,Joseph Anang,,0.0,,
2023-2024,,Joseph Johnson,,0.0,,
2023-2024,,Josh Bowler,,0.0,,
2023-2024,,Josh Brownhill,,6.0,True,
2023-2024,,Josh Cullen,,8.0,True,
2023-2024,,Josh Dasilva,,1.0,True,
2023-2024,,Josh Powell,,0.0,,
2023-2024,,José Malheiro de Sá,,17.0,True,
2023-2024,,João Cancelo,,0.0,,
2023-2024,,João Neves Virgínia,,0.0,,
2023-2024,,João Palhinha Gonçalves,,10.0,True,
2023-2024,,João Pedro Junqueira de Jesus,,10.0,True,
2023-2024,,João Victor Gomes da Silva,,6.0,True,
2023-2024,,Joël Veltman,,8.0,True,
2023-2024,,Joško Gvardiol,,9.0,True,
2023-2024,,Julio Enciso,,8.0,True,
2023-2024,,Julián Álvarez,,28.0,True,
2023-2024,,Jurriën Timber,,0.0,,
2023-2024,,Justin Kluivert,,5.0,True,
2023-2024,,Jérémy Doku,,2.0,True,
2023-2024,,Jóhann Berg Gudmundsson,,4.0,True,
2023-2024,,Kacper Kozłowski,,0.0,,
2023-2024,,Kai Havertz,,7.0,True,
2023-2024,,Kalvin Phillips,,1.0,True,
2023-2024,,Kaoru Mitoma,,23.0,True,
2023-2024,,Karl Darlow,,0.0,,
2023-2024,,Karl Hein,,0.0,,
2023-2024,,Keane Lewis-Potter,,3.0,True,
2023-2024,,Keinan Davis,,0.0,,
2023-2024,,Kell Watts,,0.0,,
2023-2024,,Kenny Tete,,6.0,True,
2023-2024,,Kepa Arrizabalaga,,0.0,,
2023-2024,,Kevin De Bruyne,,1.0,True,
2023-2024,,Kevin Mbabu,,0.0,,
2023-2024,,Kevin Schade,,18.0,True,
2023-2024,,Ki-Jana Hoever,,0.0,,
2023-2024,,Kieffer Moore,,3.0,True,
2023-2024,,Kieran Tierney,,0.0,,
2023-2024,,Kieran Trippier,,5.0,True,
2023-2024,,Kjell Scherpen,,0.0,,
2023-2024,,Kobbie Mainoo,,0.0,,
2023-2024,,Konstantinos Mavropanos,,0.0,,
2023-2024,,Konstantinos Tsimikas,,1.0,True,
2023-2024,,Kortney Hause,,0.0,,
2023-2024,,Kristoffer Ajer,,6.0,True,
2023-2024,,Kurt Zouma,,17.0,True,
2023-2024,,Kyle Walker,,16.0,True,
